prickles	prickle
avocets	avocet
cheetahs	cheetah
sub-specialties	sub-specialty
impairs	impair
pre-pays	pre-pay
commonalities	commonality
quantises	quantise
weekends	weekend
immobilizations	immobilization
penthouses	penthouse
wimples	wimple
stropping	strop
maxed	max
routing	route
methionines	methionine
twenty-fifth	25
microgravities	microgravity
leakages	leakage
families	family
premiered	premier
phytoplasmas	phytoplasma
gainsays	gainsay
wadded	wad
snogs	snog
scoffing	scoff
doghouses	doghouse
subscribes	subscribe
crash-lands	crash-land
detonators	detonator
occiputs	occiput
flaws	flaw
loosest	loose
doled	dole
clots	clot
covariances	covariance
programmed	program
scourges	scourge
pathophysiologies	pathophysiology
placers	placer
re-assembles	re-assemble
clods	clod
petting	pet
immaturer	immature
vaporises	vaporise
putrefies	putrefy
improprieties	impropriety
capstans	capstan
plottings	plotting
tiptoes	tiptoe
versioned	version
forgoes	forgo
jugglers	juggler
swales	swale
balloting	ballot
sticklers	stickler
prints	print
banknotes	banknote
mycoplasmas	mycoplasma
ovations	ovation
greylags	greylag
assessing	assess
vending	vend
asters	aster
over-looked	over-look
referendums	referendum
godsons	godson
granules	granule
phosphorylations	phosphorylation
vegetating	vegetate
boarding	board
slummed	slum
systematised	systematise
alluded	allude
platelets	platelet
restructurings	restructuring
riverbeds	riverbed
bagging	bag
caulks	caulk
towropes	towrope
affordances	affordance
acumens	acumen
flagging	flag
actualized	actualize
gendering	gender
agencies	agency
anti-abortionists	anti-abortionist
spin-driers	spin-drier
radicalized	radicalize
double-checking	double-check
domes	dome
knights	knight
neatest	neat
blisters	blister
patencies	patency
parricides	parricide
numbered	number
spinae	spina
quizzed	quiz
wedded	wed
equalized	equalize
laths	lath
contortions	contortion
falconers	falconer
chasers	chaser
obscures	obscure
re-appearing	re-appear
infs	inf
preparations	preparation
castigating	castigate
wrong-foots	wrong-foot
snorkelling	snorkel
lattices	lattice
cygnets	cygnet
precessed	precess
impounding	impound
re-adjusts	re-adjust
overreached	overreach
stilettos	stiletto
accuracies	accuracy
balmier	balmy
mortaring	mortar
traceries	tracery
supercooled	supercool
pre-determined	pre-determine
robbing	rob
encountering	encounter
adversaries	adversary
sobers	sober
tricolors	tricolor
cleared	clear
cures	cure
yorkers	yorker
references	reference
axing	axe
antagonizing	antagonize
sight-translated	sight-translate
post-holders	post-holder
performatives	performative
breathing	breathe
chatterboxes	chatterbox
leafing	leaf
biggies	biggy
thicker	thick
purses	purse
figs	fig
wooed	woo
punctuated	punctuate
pitted	pit
hearses	hearse
diffusions	diffusion
piqued	pique
hiccups	hiccup
cemented	cement
safeguarded	safeguard
complexed	complex
characterizations	characterization
flinched	flinch
amounting	amount
guerillas	guerilla
authoritarians	authoritarian
misappropriations	misappropriation
moulded	mould
collieries	colliery
restored	restore
steeping	steep
planers	planer
orangutans	orangutan
fittest	fit
cross-pollinating	cross-pollinate
quotients	quotient
peopled	people
autarchies	autarchy
slams	slam
warbling	warble
comprehended	comprehend
fumbled	fumble
blitzes	blitz
oropharynxes	oropharynx
silvering	silver
reopenings	reopening
hand-picked	hand-pick
positions	position
nominated	nominate
cissies	cissy
sterilisations	sterilisation
linked	link
resects	resect
foragers	forager
re-created	re-create
creations	creation
catheterises	catheterise
enrolled	enroll
wiped	wipe
phalanxes	phalanx
imputed	impute
calabreses	calabrese
rhododendrons	rhododendron
recouped	recoup
upswept	upsweep
yaped	yap
fibrinolyses	fibrinolysis
squashed	squash
bamboozles	bamboozle
underbidden	underbid
solaces	solace
manhandles	manhandle
perihelia	perihelion
does	doe
being	be
manipulatives	manipulative
pigeonholes	pigeonhole
refrozen	refreeze
performing	perform
analysing	analyse
swampier	swampy
tributes	tribute
intellectualisms	intellectualism
shake-ups	shake-up
emaciated	emaciate
theorems	theorem
calculating	calculate
allotting	allot
anchorages	anchorage
micro-managing	micro-manage
dutchwomen	dutchwoman
summaries	summary
tachycardias	tachycardia
hydrofoils	hydrofoil
epiphanies	epiphany
chamberpots	chamberpot
metals	metal
birdies	birdie
lancers	lancer
burbling	burble
pledged	pledge
overtrains	overtrain
subserving	subserve
quick-freezing	quick-freeze
psychoanalysing	psychoanalyse
self-limiting	self-limit
recanting	recant
subversives	subversive
faked	fake
survivalists	survivalist
cohering	cohere
creosotes	creosote
adjoins	adjoin
ditched	ditch
belched	belch
trusting	trust
glossies	glossy
fickler	fickle
bas	ba
compartmentalizes	compartmentalize
aminoglycosides	aminoglycoside
superseding	supersede
gerbils	gerbil
broker	broke
construals	construal
lawmakers	lawmaker
motorizes	motorize
inflames	inflame
huffing	huff
acquaints	acquaint
parasitises	parasitise
rajes	raj
released	release
scrupled	scruple
agronomists	agronomist
signifying	signify
methodologies	methodology
intersects	intersect
gossiping	gossip
chilling	chill
preprocesses	preprocess
departing	depart
contaminations	contamination
dispensers	dispenser
complicates	complicate
corbelling	corbel
comings-of-age	coming-of-age
perishables	perishable
bubbled	bubble
occipita	occiput
predecessors	predecessor
dragoons	dragoon
fleshed	flesh
pipers	piper
affiliated	affiliate
slickers	slicker
dramas	drama
unseals	unseal
stringencies	stringency
plumbs	plumb
overcompensated	overcompensate
mashed	mash
shipwrecking	shipwreck
commissions	commission
liquorices	liquorice
cheered	cheer
scrolls	scroll
destroys	destroy
neoplasias	neoplasia
taxing	tax
pigmentations	pigmentation
misunderstands	misunderstand
steamrollers	steamroller
cash-and-carries	cash-and-carry
sledding	sled
backbites	backbite
rankles	rankle
planters	planter
ikons	ikon
organizations	organization
globe-trotting	globe-trot
refurnishes	refurnish
rechristened	rechristen
gelding	geld
semi-circles	semi-circle
predicated	predicate
anhydrases	anhydrase
subverts	subvert
spies	spy
subcontracting	subcontract
orphanages	orphanage
contoured	contour
distracted	distract
blows	blow
tagged	tag
thigh-bones	thigh-bone
routines	routine
crumblier	crumbly
meditating	meditate
customized	customize
troublemakers	troublemaker
cautions	caution
peskiest	pesky
classifying	classify
interring	inter
finishes	finish
leafletting	leaflet
attenuated	attenuate
declassified	declassify
burdened	burden
gearboxes	gearbox
factorising	factorise
emphasising	emphasise
complied	comply
tipplers	tippler
cos	co
gavels	gavel
commonplaces	commonplace
nincompoops	nincompoop
indwelt	indwell
strums	strum
escutcheons	escutcheon
brawled	brawl
exasperated	exasperate
poorhouses	poorhouse
frenzies	frenzy
heroisms	heroism
unveiled	unveil
thrills	thrill
ileums	ileum
cleanest	clean
misgivings	misgiving
shoveled	shovel
idealises	idealise
refreshed	refresh
pouffes	pouffe
purchases	purchase
dismasted	dismast
maidservants	maidservant
logos	logo
interns	intern
renovated	renovate
seemed	seem
belittles	belittle
modifies	modify
stammerers	stammerer
stumpiest	stumpy
groins	groin
profiled	profile
chemokines	chemokine
seeders	seeder
incapacitated	incapacitate
chefs-doeuvre	chef-doeuvre
dialling	dial
cross-validations	cross-validation
todays	today
cockatoos.	cockatoo
knew	know
scruffier	scruffy
pre-defined	pre-define
censorships	censorship
sulfurs	sulfur
teleportations	teleportation
endemisms	endemism
echoing	echo
fucked	fuck
gemini	geminus
mashing	mash
pneumococci	pneumococcus
shirtiest	shirty
undersecretaries	undersecretary
nursings	nursing
rhinitides	rhinitis
dentes	dens
astrophysicists	astrophysicist
approvals	approval
torchbearers	torchbearer
sickeninger	sickening
culminates	culminate
triangles	triangle
cutest	cute
overturning	overturn
triplets	triplet
prospectuses	prospectus
goggled	goggle
portraits	portrait
humped	hump
decrying	decry
re-colonises	re-colonise
countersigned	countersign
parenthetically	parenthetical
crusting	crust
brightened	brighten
prevailed	prevail
linos	lino
reeves	reeve
trojans	trojan
alit	alight
chafers	chafer
accusing	accuse
self-testings	self-testing
wools	wool
sea-birds	sea-bird
tuning	tune
psychoanalyses	psychoanalysis
homeowners	homeowner
refilling	refill
rontgens	rontgen
pharmacologies	pharmacology
fallibilities	fallibility
corvids	corvid
battlegrounds	battleground
coexisted	coexist
reconvicting	reconvict
enacts	enact
antis	anti
yanking	yank
equalisers	equaliser
nonentities	nonentity
feuding	feud
reeked	reek
propagandises	propagandise
radiosondes	radiosonde
fell	fall
myosins	myosin
consoled	console
taskmasters	taskmaster
transoms	transom
eighty-ninths	eighty-ninth
doubted	doubt
sequelas	sequela
stopping	stop
discontinued	discontinue
sarcomata	sarcoma
melds	meld
repartitioned	repartition
scabbiest	scabby
nines	nine
blusters	bluster
sulfates	sulfate
reads	read
loathlier	loathly
awarenesses	awareness
infiltrates	infiltrate
views	view
molestations	molestation
burkas	burka
carveries	carvery
gratings	grating
cautiousnesses	cautiousness
previewing	preview
rests	rest
insensitivities	insensitivity
glossiest	glossy
deoxygenates	deoxygenate
unwinds	unwind
heterogeneities	heterogeneity
out-patients	out-patient
quarantined	quarantine
beaks	beak
was	be
coppers	copper
pineapples	pineapple
amphitheatres	amphitheatre
octavos	octavo
fore-runners	fore-runner
collated	collate
pdfs	pdf
tarmacked	tarmac
governs	govern
grapevines	grapevine
humanizes	humanize
daydreaming	daydream
reproving	reprove
weans	wean
testings	testing
hulls	hull
insureds	insured
ossifying	ossify
evicts	evict
frontbenchers	frontbencher
craniums	cranium
unstrapped	unstrap
phages	phage
self-organizing	self-organize
milder	mild
barracked	barrack
slaying	slay
finesses	finesse
heeled	heel
gyroscopes	gyroscope
reporters	reporter
riveting	rivet
wriest	wry
politest	polite
innuendoes	innuendo
under-graduates	under-graduate
doublets	doublet
guested	guest
concourses	concourse
evades	evade
dvs	dv
better-defined	well-defined
howling	howl
industrialises	industrialise
rotting	rot
fluidised	fluidise
outdos	outdo
roll-overs	roll-over
bread-boards	bread-board
undervalues	undervalue
reins	rein
dowsers	dowser
orbited	orbit
gates	gate
poppets	poppet
altruisms	altruism
dittos	ditto
misrepresented	misrepresent
hermits	hermit
vetoing	veto
peewits	peewit
houseworks	housework
syllables	syllable
recapped	recap
dispelled	dispel
parches	parch
stalks	stalk
remanufactured	remanufacture
nuttiest	nutty
carbonised	carbonise
bubblier	bubbly
distillates	distillate
submodels	submodel
phrasebooks	phrasebook
hibernacula	hibernaculum
moaners	moaner
conserved	conserve
fullest	full
bided	bide
scotching	scotch
preheated	preheat
moldier	moldy
semis	semi
blasting	blast
leaked	leak
empties	empty
preconditioning	precondition
reconnects	reconnect
pupae	pupa
remonstrating	remonstrate
mentees	mentee
concussed	concuss
housing	house
disjoining	disjoin
caring	care
spikiest	spiky
buggies	buggy
taxiing	taxi
castrates	castrate
drowning	drown
dislodges	dislodge
leishmaniases	leishmaniasis
calibrates	calibrate
flattened	flatten
parasites	parasite
revolted	revolt
vistas	vista
underperforms	underperform
flailed	flail
acidifications	acidification
prating	prate
tie-ups	tie-up
neckties	necktie
courted	court
objectified	objectify
victimizations	victimization
modioli	modiolus
mark-ups	mark-up
adumbrated	adumbrate
flouting	flout
pretending	pretend
overlays	overlay
imputations	imputation
glistened	glisten
amahs	amah
duodenums	duodenum
hatchbacks	hatchback
anoxias	anoxia
piggybacking	piggyback
bewilders	bewilder
luciferases	luciferase
blurred	blur
discomfits	discomfit
depopulating	depopulate
flogged	flog
sandpapering	sandpaper
countering	counter
morphed	morph
minesweepers	minesweeper
bobs	bob
voyaging	voyage
corroborating	corroborate
flagstaves	flagstaff
rewording	reword
capitalizing	capitalize
dormitories	dormitory
coverages	coverage
macaques	macaque
aldosterones	aldosterone
limed	lime
atheromas	atheroma
epilogues	epilogue
deluded	delude
misapprehending	misapprehend
re-instated	re-instate
motorways	motorway
unbundled	unbundle
subdivides	subdivide
tollhouses	tollhouse
laughed	laugh
stealthiest	stealthy
neonates	neonate
underexposed	underexpose
boldnesses	boldness
glasses	glass
car-ferries	car-ferry
safer	safe
demonized	demonize
stomped	stomp
engendered	engender
blacksmiths	blacksmith
toxicities	toxicity
cageyer	cagey
timeframes	timeframe
corrugateds	corrugated
anti-fungals	anti-fungal
crunched	crunch
consultations	consultation
broadens	broaden
clitorises	clitoris
expanding	expand
infernos	inferno
minnows	minnow
adumbrating	adumbrate
disarmers	disarmer
traipsing	traipse
poodles	poodle
grants-in-aid	grant-in-aid
conferences	conference
exports	export
interwove	interweave
paranoiacs	paranoiac
positing	posit
scared	scare
dehumanizing	dehumanize
millimetres	millimetre
symbolizes	symbolize
grimiest	grimy
jerked	jerk
pallors	pallor
musings	musing
stovepipes	stovepipe
resizes	resize
sculptures	sculpture
disaccharides	disaccharide
bacons	bacon
payers	payer
termites	termite
afterglows	afterglow
tendinitides	tendinitis
licking	lick
pillaged	pillage
disinclines	disincline
oxidases	oxidase
embanks	embank
rehashes	rehash
outwards	outward
deep-frozen	deep-freeze
firmed	firm
instated	instate
trebles	treble
verbalised	verbalise
defending	defend
councillors	councillor
prepared	prepare
haemorrhaging	haemorrhage
fathomed	fathom
viscounts	viscount
pre-selecting	pre-select
rcs	rc
sonars	sonar
cooping	coop
twits	twit
leaderships	leadership
reversions	reversion
slayed	slay
yangs	yang
impracticalities	impracticality
unsticking	unstick
svs	sv
pleas	plea
reunifying	reunify
gynecologists	gynecologist
rects	rect
redesigned	redesign
women	woman
hobnobbed	hobnob
resampling	resample
gluconates	gluconate
exonerates	exonerate
geraniums	geranium
stills	still
mooned	moon
reformers	reformer
pre-schools	pre-school
bordered	border
shaggier	shaggy
rubbed	rub
quarts	quart
captors	captor
sleighs	sleigh
disenchantments	disenchantment
scriptoria	scriptorium
tangos	tango
timetabling	timetable
galaxies	galaxy
coagulations	coagulation
differentiating	differentiate
buzz-words	buzz-word
quantised	quantise
auxins	auxin
stallholders	stallholder
renewed	renew
biodegradations	biodegradation
superpositions	superposition
elytrons	elytron
tends	tend
gentlest	gentle
undersells	undersell
seashells	seashell
conservations	conservation
chlorhexidines	chlorhexidine
slimier	slimy
overturned	overturn
tricks	trick
unburdened	unburden
gobbling	gobble
accumulators	accumulator
blared	blare
ignores	ignore
serialised	serialise
worriers	worrier
mix-ups	mix-up
chorales	chorale
cantilevers	cantilever
actins	actin
questing	quest
curvier	curvy
hardiest	hardy
stringiest	stringy
petered	peter
externalisations	externalisation
bubbliest	bubbly
appraisers	appraiser
potentiates	potentiate
racecourses	racecourse
highest	high
supplicating	supplicate
wattages	wattage
orbiting	orbit
scruffiest	scruffy
consumes	consume
observables	observable
replayed	replay
coveting	covet
posits	posit
self-descriptions	self-description
drawdowns	drawdown
addictions	addiction
underbids	underbid
coconuts	coconut
bogged	bog
pies	pie
guest-rooms	guest-room
epistles	epistle
knighting	knight
shadier	shady
fireflies	firefly
polys	poly
building	build
concertinas	concertina
queasier	queasy
sunbursts	sunburst
refreezing	refreeze
indians	indian
warships	warship
pitons	piton
reinforcing	reinforce
startles	startle
granaries	granary
moorlands	moorland
crumbled	crumble
hives	hive
marinating	marinate
materializing	materialize
chippings	chipping
smelling	smell
ethiopians	ethiopian
expediting	expedite
wilted	wilt
oocysts	oocyst
connoting	connote
scribed	scribe
separations	separation
genotypings	genotyping
proponents	proponent
firmer	firm
stabilized	stabilize
airmailed	airmail
allowed	allow
organisms	organism
roadsigns	roadsign
drafts	draft
sobriquets	sobriquet
quadrats	quadrat
goalies	goalie
infrastructures	infrastructure
primed	prime
naysayers	naysayer
loves	love
barons	baron
bangers	banger
involving	involve
newspapers	newspaper
multi-members	multi-member
staked	stake
entomologies	entomology
dualities	duality
functioning	function
encumbering	encumber
astrocytes	astrocyte
waring	ware
embezzlements	embezzlement
goose-steps	goose-step
tannins	tannin
enoughs	enough
oozing	ooze
sticking	stick
pros	pro
tempi	tempo
prostatectomies	prostatectomy
contradicted	contradict
thimbles	thimble
swallows	swallow
jeopardised	jeopardise
wholesales	wholesale
punjabis	punjabi
cataloguing	catalogue
checkmating	checkmate
bloodsuckers	bloodsucker
epitopes	epitope
permanencies	permanency
headscarfs	headscarf
poured	pour
gentians	gentian
thromboses	thrombose
fights	fight
checked	check
idling	idle
misidentified	misidentify
derbies	derby
soft-tissues	soft-tissue
spurts	spurt
masculinities	masculinity
suckering	sucker
thrummed	thrum
pounds	pound
amines	amine
burbled	burble
trustees	trustee
paraesthesiae	paraesthesia
requests	request
oxbows	oxbow
back-combed	back-comb
unfastens	unfasten
repayments	repayment
encrypted	encrypt
frisking	frisk
flaunting	flaunt
bulls	bull
nerving	nerve
bothered	bother
cubists	cubist
ammonias	ammonia
bonfires	bonfire
honed	hone
miscarrying	miscarry
factorizations	factorization
nobbled	nobble
scraped	scrape
communiqués	communiqué
sacristies	sacristy
magnetised	magnetise
maladjustments	maladjustment
myelomata	myeloma
deselecting	deselect
presidents-elect	president-elect
controllabilities	controllability
mushroomed	mushroom
bartering	barter
discouragements	discouragement
expressionists	expressionist
galleons	galleon
larvae	larva
methodologists	methodologist
gouges	gouge
kindles	kindle
mobbed	mob
gobbles	gobble
bases	basis
milligrams	milligram
micrographs	micrograph
bulldozed	bulldoze
noblemen	nobleman
faders	fader
inquired	inquire
erupts	erupt
compositors	compositor
constructivists	constructivist
blessed	bless
outflanks	outflank
tints	tint
drains	drain
desiccates	desiccate
larded	lard
grumpier	grumpy
vilifies	vilify
admires	admire
fertilities	fertility
footballers	footballer
dialoged	dialog
reptiles	reptile
lexemes	lexeme
hockey-fields	hockey-field
marginalized	marginalize
anticlimaxes	anticlimax
rotatores	rotator
photographs	photograph
unbelievers	unbeliever
boxing	box
deadlier	deadly
solders	solder
idolatries	idolatry
mocked	mock
patriarchies	patriarchy
croquettes	croquette
mistypes	mistype
envisages	envisage
cheers	cheer
belied	bely
cctvs	cctv
hypocotyls	hypocotyl
inverters	inverter
adhering	adhere
helped	help
overworking	overwork
meshing	mesh
auditions	audition
tercentenaries	tercentenary
thawing	thaw
rucked	ruck
pareses	paresis
emphasises	emphasise
bosses	boss
squanders	squander
invs	inv
forbad	forbid
leisures	leisure
exercisers	exerciser
qualifying	qualify
silkscreens	silkscreen
degraded	degrade
straighter	straight
intoned	intone
overtraining	overtrain
telephotos	telephoto
superintends	superintend
isopropyls	isopropyl
dumber	dumb
faster-moving	fast-moving
antibacterials	antibacterial
hooted	hoot
relying	rely
fiant	fiat
forwarded	forward
magicked	magic
subwindows	subwindow
inflating	inflate
pylori	pylorus
linnets	linnet
trying	try
misunderstandings	misunderstanding
variegating	variegate
woodlands	woodland
disputations	disputation
computerized	computerize
logicians	logician
framing	frame
listeners	listener
bestirs	bestir
fattened	fatten
interests	interest
costumiers	costumier
procures	procure
ballasted	ballast
dares	dare
collapsed	collapse
knobbed	knob
conclusions	conclusion
crystallographies	crystallography
archbishops	archbishop
cartels	cartel
loafs	loaf
daredevils	daredevil
eliciting	elicit
solaced	solace
somas	soma
phones	phone
abdicated	abdicate
weigh-ins	weigh-in
self-medications	self-medication
gastroenterologists	gastroenterologist
limpets	limpet
upturning	upturn
restoratives	restorative
englishwomen	englishwoman
wastebaskets	wastebasket
pinch-hits	pinch-hit
roils	roil
championed	champion
crowed	crow
corks	cork
linearizing	linearize
mediums	medium
rivalries	rivalry
chained	chain
tals	tal
co-efficients	co-efficient
maharajas	maharaja
crewmen	crewman
venting	vent
misunderstanding	misunderstand
extortions	extortion
perking	perk
marooning	maroon
adopters	adopter
coyest	coy
stubbornest	stubborn
gaffes	gaffe
rechecking	recheck
selectors	selector
nestled	nestle
benchmarks	benchmark
pecked	peck
paralegals	paralegal
readinesses	readiness
presences	presence
re-engaging	re-engage
established	establish
scrimping	scrimp
hirers	hirer
over-stretched	over-stretch
repositioning	reposition
softnesses	softness
levels	level
recites	recite
surveys	survey
tallied	tally
lady-in-waitings	lady-in-waiting
riddling	riddle
feels	feel
grimes	grime
re-orientations	re-orientation
broaching	broach
fluidises	fluidise
tankards	tankard
volvuluses	volvulus
thought	think
capitals	capital
antipodes	antipode
moralised	moralise
bursts	burst
trackers	tracker
breadboards	breadboard
ogees	ogee
softens	soften
pcs	pc
paternosters	paternoster
engrains	engrain
zimbabweans	zimbabwean
mickeys	mickey
sating	sate
transfecting	transfect
generalists	generalist
buffing	buff
selecting	select
specialists	specialist
stepped	step
pipefishes	pipefish
re-starts	re-start
salts	salt
thirty-fifth	35
communed	commune
progenies	progeny
dematerialising	dematerialise
retardations	retardation
equinoxes	equinox
bedbugs	bedbug
internalising	internalise
sludges	sludge
bursars	bursar
conflicting	conflict
printshops	printshop
discredits	discredit
cursors	cursor
cordoned	cordon
foundations	foundation
overwrote	overwrite
irreversibilities	irreversibility
neuroendocrines	neuroendocrine
perfidies	perfidy
deadlocked	deadlock
suppositories	suppository
cleaving	cleave
predictions	prediction
inmates	inmate
flycatchers	flycatcher
readmitted	readmit
massacres	massacre
toilet-trains	toilet-train
externalizes	externalize
wolves	wolf
sequins	sequin
earners	earner
blotchier	blotchy
rowboats	rowboat
hiccupping	hiccup
pinecones	pinecone
sweeteners	sweetener
simulated	simulate
canoeing	canoe
vaunted	vaunt
aneurysms	aneurysm
contemplations	contemplation
spankings	spanking
jargons	jargon
disfranchised	disfranchise
spooned	spoon
tubers	tuber
graffiti	graffito
rejigging	rejig
breathalyzed	breathalyze
parameters	parameter
ulcerations	ulceration
thirty-seconds	thirty-second
reconnoitred	reconnoitre
playwrights	playwright
losers	loser
aramids	aramid
bloodthirstier	bloodthirsty
glycerols	glycerol
wishbones	wishbone
cluing	clue
diluting	dilute
polyps	polyp
moseying	mosey
lordships	lordship
immunogenicities	immunogenicity
enduring	endure
tabulates	tabulate
sidewalks	sidewalk
wailed	wail
forced	force
charms	charm
chattels	chattel
advertizing	advertize
jeopardises	jeopardise
greyest	grey
couching	couch
overawed	overawe
recruiters	recruiter
self-harming	self-harm
justifications	justification
contestants	contestant
debilitates	debilitate
redoing	redo
seems	seem
quads	quad
deodorising	deodorise
autografts	autograft
sweetbreads	sweetbread
run-offs	run-off
wearying	weary
re-confirmed	re-confirm
farmed	farm
climb-downs	climb-down
probits	probit
packs	pack
biotins	biotin
pistols	pistol
shamans	shaman
toughnesses	toughness
outs	out
precludes	preclude
designating	designate
dangled	dangle
illuminations	illumination
pygmies	pygmy
lavenders	lavender
sixty-seventh	67
genes	gene
relabeling	relabel
detonated	detonate
triumphs	triumph
panting	pant
perforated	perforate
grapples	grapple
inactivates	inactivate
apoplexies	apoplexy
kroner	krone
lumina	lumen
blunders	blunder
mealiest	mealy
heuristics	heuristic
bishops	bishop
barred	bar
tickers	ticker
viewing	view
longer-lived	long-lived
seconds	second
whiskeys	whiskey
petrifies	petrify
homages	homage
constructs	construct
diffused	diffuse
gravities	gravity
trades	trade
lamented	lament
barbers	barber
contradicting	contradict
sterns	stern
externalised	externalise
toppers	topper
mid-terms	mid-term
proportions	proportion
reframes	reframe
presuppositions	presupposition
corollas	corolla
play-acted	play-act
emailed	email
infusions	infusion
surfaced	surface
eerier	eerie
anaesthetists	anaesthetist
grammarians	grammarian
laziest	lazy
railroads	railroad
externalizing	externalize
swilled	swill
approved	approve
shoplifters	shoplifter
dehumidifying	dehumidify
curving	curve
pleated	pleat
doss-houses	doss-house
gigawatts	gigawatt
half-lifes	half-life
bottomed	bottom
phonographs	phonograph
foreheads	forehead
misspent	misspend
canaries	canary
readiest	ready
clauses	clause
misalignments	misalignment
immunocompromised	immunocompromise
polyphenols	polyphenol
microanalyses	microanalysis
footmarks	footmark
obliterates	obliterate
readerships	readership
re-awakened	re-awaken
halters	halter
despising	despise
hitchhikers	hitchhiker
impugned	impugn
winded	wind
superintendents	superintendent
typefaces	typeface
promulgates	promulgate
orthotics	orthotic
subtends	subtend
seared	sear
nos	no
canonized	canonize
re-deployments	re-deployment
turncoats	turncoat
benchmarked	benchmark
convolved	convolve
oversights	oversight
idealists	idealist
superconductors	superconductor
combustibles	combustible
hassocks	hassock
overlain	overlie
nightlights	nightlight
prissier	prissy
ice-buckets	ice-bucket
proved	prove
cavaliers	cavalier
brutes	brute
entrained	entrain
externalities	externality
transits	transit
trawled	trawl
twitching	twitch
jet-lags	jet-lag
leftists	leftist
summonses	summons
corners	corner
routed	route
vasopressins	vasopressin
jigsawing	jigsaw
additives	additive
heroins	heroin
compounding	compound
re-inforced	re-inforce
deplored	deplore
twittering	twitter
oleoresins	oleoresin
unzipped	unzip
abases	abase
victualling	victual
expressways	expressway
pallets	pallet
cauldrons	cauldron
calcined	calcine
watermen	waterman
curling	curl
accusations	accusation
electronics	electronic
sympathising	sympathise
intercrosses	intercross
stelae	stela
centromeres	centromere
conjunctivas	conjunctiva
abaci	abacus
trimesters	trimester
scudding	scud
housetraining	housetrain
market-places	market-place
conclaves	conclave
scrupling	scruple
disconnections	disconnection
chanciest	chancy
hides	hide
interleukins	interleukin
flukes	fluke
fronting	front
shouts	shout
extenders	extender
overarches	overarch
mantles	mantle
enzymes	enzyme
specialising	specialise
chambermaids	chambermaid
lps	lp
rethinking	rethink
rhapsodizes	rhapsodize
day-trips	day-trip
developes	develope
urinating	urinate
bred	breed
ploys	ploy
pitched	pitch
reinscribes	reinscribe
tapping	tap
mooted	moot
reinserted	reinsert
hurricanes	hurricane
over-emphases	over-emphasis
worths	worth
tetrameters	tetrameter
recapping	recap
butts	butt
wasting	waste
glucocorticoids	glucocorticoid
attributes	attribute
voluntaries	voluntary
prothrombins	prothrombin
ventilations	ventilation
surprised	surprise
dozed	doze
toiletries	toiletry
proclamations	proclamation
zapping	zap
sunbathes	sunbathe
memos	memo
ensuring	ensure
cubes	cube
dismembers	dismember
toggled	toggle
lordlier	lordly
record-breakers	record-breaker
pronounced	pronounce
quills	quill
blossomed	blossom
cripples	cripple
assizes	assize
gnomes	gnome
workforces	workforce
reconstitutions	reconstitution
proctors	proctor
metropolitans	metropolitan
caesars	caesar
rejigs	rejig
window-panes	window-pane
televiewers	televiewer
sixteenth	16
shooters	shooter
shimmied	shimmy
classifications	classification
isocyanates	isocyanate
re-exporting	re-export
countermeasures	countermeasure
oboists	oboist
fiances	fiance
babyhoods	babyhood
planked	plank
pipelines	pipeline
undraws	undraw
escapologists	escapologist
reemerging	reemerge
drunkest	drunk
photometries	photometry
lineups	lineup
violists	violist
overhauls	overhaul
invalidated	invalidate
ravelling	ravel
laughing	laugh
interpretations	interpretation
blacklegs	blackleg
entangles	entangle
bayonetting	bayonet
titfers	titfer
commutes	commute
breakers	breaker
grandstands	grandstand
realized	realize
decrypting	decrypt
lovesongs	lovesong
definitions	definition
sadists	sadist
hazelnuts	hazelnut
facsimiles	facsimile
bedheads	bedhead
misdemeanours	misdemeanour
homologates	homologate
remarriages	remarriage
youths	youth
dispersals	dispersal
flunkies	flunky
self-completions	self-completion
loafers	loafer
ticketed	ticket
eared	ear
hunches	hunch
kats	kat
perplexities	perplexity
discontenting	discontent
orang-utans	orang-utan
enraptures	enrapture
tramps	tramp
waiting	wait
cholecystectomies	cholecystectomy
electroplating	electroplate
scams	scam
foamiest	foamy
eternities	eternity
bedsides	bedside
ticked	tick
authorized	authorize
pushier	pushy
stencilled	stencil
teleporting	teleport
defrauds	defraud
reuniting	reunite
publishes	publish
mistimes	mistime
marries	marry
stamens	stamen
reconquered	reconquer
negativities	negativity
fidgets	fidget
shuffling	shuffle
complicated	complicate
acknowledged	acknowledge
synonymies	synonymy
palisading	palisade
staffing	staff
freethinkers	freethinker
slashers	slasher
inscribes	inscribe
bisections	bisection
outstripping	outstrip
magmas	magma
betaken	betake
adjusters	adjuster
tutors	tutor
macrophages	macrophage
bahrainis	bahraini
roller-coasters	roller-coaster
wens	wen
toasters	toaster
mismatching	mismatch
bankruptcies	bankruptcy
multipliers	multiplier
asterisked	asterisk
eagles	eagle
personalises	personalise
bumbles	bumble
typhoons	typhoon
thingamabobs	thingamabob
downier	downy
surcharges	surcharge
bangs	bang
perfusing	perfuse
crowding	crowd
grins	grin
transfects	transfect
in-patients	in-patient
scowled	scowl
editorializes	editorialize
moseys	mosey
crusts	crust
tackles	tackle
psyched	psych
bedeviling	bedevil
forerunners	forerunner
speedways	speedway
briquettes	briquette
fighting	fight
physiotherapists	physiotherapist
spooning	spoon
houseboys	houseboy
sunspots	sunspot
